company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
HQ Account LLC,Data Engineer,4.1,"Job Summary
We are looking for an experienced data engineer with extensive Apache Spark and Databricks skills.
Duties and Responsibilities
Write efficient ETL pipelines to ingest data from different sources into Databricks Delta Tables.
Write OLAP to OLTP pipelines to transmit data from DeltaLake to the appropriate backing service/database.
Architect the integration between different system components to share and transmit data.
Maintain ETL pipelines and adapt them to business requirements.
Fine tune Spark clusters to achieve a good balance between performance and cost.
Facilitate any requirements of the Data Analytics/Science teams and enable them to work with the data.
Come up with creative and innovative solutions to integrate network-based 3rd party data vendors into the ETL pipelines.
Skills and Qualifications
Exceptional analytical and problem-solving skills
Self-starter with strong self-management skills
Apache Spark: 2+ years required
Python/PySpark: 2+ years required
Databricks: 2+ years required
Big Data: 1+ years of experience querying datasets with hundreds of millions of rows preferred
Cloud: 1+ years of experience in working with software running on AWS or a cloud provider preferred
Excellent verbal communication skills
Strong technical writing skills
BS or MS degree in Computer Science preferred",Cochin,"₹3,76,162",/yr (est.),10000+ Employees,1867,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.9,4.1,3.7,3.7
EIE Instruments,Data Analyst,3.9,"Job Description
Company:
EIE Instruments Pvt. Ltd.

Location:
Ellisbridge, Ahmedabad

Full Time:
Permanent

Salary:
15000/- to 20000/-

About Us : EIE Instruments engaged in manufacturing, marketing and Calibration of Scientific Instruments and Testing Equipments for various applications.

About the Role : As a Data Analyst here, you'll be our detective of information. Your job is to gather, clean, and study data to help us figure out what it's telling us. You'll work with different teams to make sure we're using the information wisely.

Responsibilities : ·Work with teams to understand what data we need. Get data from different places and make sure it's clean and ready to use. Look closely at the data to find patterns and stories it's trying to tell us. Make graphs and reports to show others what you've found. Help us find ways to improve based on what the data is saying. Check and make sure the data we use is accurate and reliable

Candidate Qualification : A degree in Math, Statistics, Computer Science, or something similar. Experience in a job that involves working with data. Skills in using tools like SQL, Python/R, and programs to make graphs. Proficiency in Microsoft Office, CRM, ERP and software programs. Experienced candidates required in the same or relatable field

Contact us to Apply : yuti@eieinstruments.com / career@eieinstruments.com

Website: https://www.eieinstruments.com/

Min Experience
2
Max Experience
3",Ahmedabad,"₹17,500",/mo (est.),51 to 200 Employees,--,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.9,3.3,3.2,3.8
Rotork,Data Analyst,3.7,"Company Description

Rotork is the market-leading global flow control and instrumentation company, helping our customers manage the flow or liquids, gases and powders across many industries worldwide.
Our purpose is Keeping the World Flowing for Future Generations.
For over sixty years, the world has relied on us to create the things that keep everything moving. From oil and gas to water and shipping, pharmaceuticals and food- these are the flows on which our modern world depends.
Today we're respected and admired for our people, performance and products. Our success flows from our commitment to engineering excellence, and that's what we will always pursue, safely and sustainably.
Rotork is going through an exciting period of change and growth, building on our existing market success. It's a great time to join us and make an impact in shaping the future of our business.
http://www.rotork.com

Job Description

Working as part of the Data team and support team on all aspects of Data management.
Your responsibilities will include,
Data profiling, Schema mapping, Master Data Management, Data analysis, Data cleansing, Data migration
Data quality checks and advising project teams on potential data issues and actions.
Deliver data service requests in line with BAU demand.
Technical Skills
Essential:
Relational Databases – SQL Server, 2016 is a minimum, Oracle nice to have.
SQL – T-SQL, Stored Procedures, Views, DML, DDL
ETL/ELT – SSIS and Azure Data Factory
Exposure to Azure SQL Database
Office – Advanced Excel skills, Word, Visio, PowerPoint
Desirable:
Data Migration Tools
Microsoft 365 Applications - Power BI, PowerApps, SharePoint
Exposure to Microsoft Dynamics or any ERP

Qualifications

Soft Skills
Essential:
Excellent written and verbal communication skills
Great attention to detail
Commitment to personal excellence
Desire to expand technical expertise.
Congenial attitude - team player
Disciplined work ethic
Desirable:
Out-of-the-box thinker with creative problem-solving ability.
Ability/Experience to establish priorities, work independently, and proceed with objectives without supervision
Personal Specification:
Essential
Demonstrate integrity and honesty.
Capable of communicating at all levels
Ethical and transparent leadership, setting an example to others.
Demonstrate an appetite and ability to work collaboratively in a complex and matrixed business.
Able to deal with people with different cultures throughout the region.
Able to thrive in a changing business, embracing ambiguity and solving complex problems.

Additional Information",Chennai,"₹5,69,738",/yr (est.),1001 to 5000 Employees,--,Company - Public,Electronics Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.5,3.2,3.5,3.4,3.9
Toolyt,Data Analyst,4.8,"We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.

Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.

Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Requirements:
Proven working experience as a data analyst
Bachelors degree in Computer science, Maths or statistics
Analyze and organize raw data
Build data systems and pipelines
Evaluate business needs and objectives
Interpret trends and patterns
Conduct complex data analysis and report on results
Hands on experience with SQL database design (advanced)",Jaipur,"₹40,000",/mo (est.),1 to 50 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.6,4.9,4.9,4.6
Knoema,Data Engineer,3.9,"Requirements
2+ years of experience in DBMS domain
Proven SQL Server 2008/2012 skills
Responsibilities
Development of methodologies and tools to extract/update data from different data sources and put it into database",Bengaluru,"₹4,91,606",/yr (est.),51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.7,3.6,3.6,3.7,3.8
Zeitview,Data Analyst - Utility Linesman,3.2,"Objective

Zeitview is the leading intelligent aerial imaging company for high-value infrastructure, providing businesses with actionable, real-time insights to recover revenue, reduce risk and improve build quality. Zeitview serves customers in the vertical markets of solar, wind, telecommunications, properties, and utility/electrical infrastructure. Trusted by the largest enterprises in the world, Zeitview is active in over 70 countries.

Reporting : Utility Operations Director

This position is responsible for the delivery of timely and accurate inspection reporting on distribution lines, inventory, and anomalies. This position is the first in a new department that will be transitioning the manual inspection of distribution lines to an automated process. In this position you will also be proving feedback on the software tool that is used to build the reports and follow clearly documented processes. You will be a subject matter expert on the inspection and classification of anomalies and have the ability to translate that experience to different and clearly defined classification codes from multiple countries and geographies.
In addition to providing the inspection reporting, you will be updating the database with found In field ‘fif’ and ‘ghost poles’ and utilizing the correct nomenclature to update these in an accurate and timely manner.
Whilst this role has no direct reports, there is opportunity to grow within the department to manage additional linesmen and analysts as the team grows. As this is a new position and department you will be confident and have experience of proving feedback on current processes and be able to provide solutions for improved processes.
Responsibilities
Analyze images and data collected from utility inspections to identify defects, damage, or irregularities.
Utilize image processing software and tools to enhance and interpret images. Provide accurate and timely inspection reporting via the software tool. Assist with data upload and entry as required.
Interpret inspection data to recommend maintenance and repair priorities to client through the reports.
Learn and grow knowledge of the Utility Insights platform to assist in corrections or data resets.
Participate in multiple cross-functional team discussions to identify and improve analysis processes and tracking.
Provide management with regular status updates, and appropriate reporting on key responsibilities and objectives.
Actively provide feedback and process improvement solutions to optimize accuracy and timeliness of delivery.
All other duties as assigned.
Knowledge, Skills and Abilities
Bachelor’s degree or higher, or the equivalent combination of education, training, or work-related experience
Minimum three (3) years of relevant experience in electrical distribution, construction methods, repair, and maintenance.
Develop a full understanding of the Standard electric distribution systems and devices from different countries and regions around the world.
Knowledge and experience using advanced software tools.
Successfully working independently and as part of a team with ability to work remotely and direct or coordinate effectively with a fully remote workforce.
Ability to work flexible hours to accommodate work schedules across a global company operating in multiple time zones
Excellent presentation skills with solid communication capabilities and practices, both oral and written
Solid computer skills (i.e.: Office suite, Google suite, Slack, Zoom, Asana, etc.)
Commitment to lifelong learning through continual improvement, researching/studying disciplines relevant to this position.
Able to sit, stand for long periods of time",Bengaluru,"₹6,62,628",/yr (est.),1 to 50 Employees,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.0,2.7,3.3,3.1,3.6
Xitadel,Data Science,3.9,"Data Science , 2 to 6 Years, Bangalore
Job Description
Applied experience with Deep Learning algorithms such as Convolutional Neural Networks (Must), Recurrent Neural Networks (Optional) and LSTM (Optional) etc.
Familiarity with Deep Learning frameworks such as Tensorflow and PyTorch, and strong experience in at least one of those for Image Classification & Object Detection Applications.
Better understanding of Faster RCNN, YOLO, SSD architectures (Must)
Excellent programming skills in languages such as Python and R
Perform machine learning, text analytics, and statistical analysis methods, such as classification, sentiment analysis, time-series analysis, regression, statistical inference, and validation methods
Reinforcement Learning, generative adversarial network (GAN) (Optional)
Ability to drive a project and work both independently and in a team
Additional Skills (optional) SQL, Hadoop, IoT
Number of Positions:
1",Bengaluru,"₹4,83,915",/yr (est.),1 to 50 Employees,--,Company - Private,--,--,$5 to $25 million (USD),3.8,3.1,3.6,3.5,3.7
Retransform,Web Research/ Data Entry Operator,4.1,"Department: Business Development
Job Type: Full Time
Preferred Job Location: Mumbai",Mumbai,"₹2,26,941",/yr (est.),201 to 500 Employees,1998,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.0,3.4,4.0,4.1,4.0
RARR Technologies Pvt Ltd,Snowflake Data Modeler,4.7,"Candidate should be able to do below activities.

Understand and translate business needs into data models supporting long-term solutions.

Should have very good experience in Snowflake data modelling ( Data vault, Dimensional modelling)

Work with the Application Development team to implement data strategies, build data flows and develop conceptual data models.

Create logical and physical data models using best practices to ensure high data quality and reduced redundancy.

Optimize and update logical and physical data models to support new and existing projects.

Maintain conceptual, logical and physical data models along with corresponding metadata.

Develop best practices for standard naming conventions and coding practices to ensure consistency of data models.

Recommend opportunities for reuse of data models in new environments.

Perform reverse engineering of physical data models from databases and SQL scripts.

Evaluate data models and physical databases for variances and discrepancies.

Validate business data objects for accuracy and completeness.

Analyze data-related system integration challenges and propose appropriate solutions.

Develop data models according to company standards.

Guide System Analysts, Engineers, Programmers and others on project limitations and capabilities, performance requirements and interfaces.

Review modifications to existing software to improve efficiency and performance.

Examine new application design and recommend corrections if required.",Remote,"₹45,00,000",/yr (est.),1 to 50 Employees,2018,Company - Private,Software Development,Information Technology,Less than $1 million (USD),4.7,4.5,4.9,4.9,4.8
BDIPlus,Data Engineer ||,4.1,"Job Role: Data Engineer II
About BDIPlus:
BDIPlus is a dynamic Strategy Consulting and Software firm dedicated to delivering cutting-edge capabilities and solutions that foster the development of enduring competitive advantages. Our innovative solutions showcase our unparalleled proficiency in technology and our profound domain expertise within the Financial Services and Insurance sectors. By synergizing our unmatched technical skills with a comprehensive grasp of each client’s institutional landscape and distinctive areas for improvement, we empower them to convert data into actionable and well-organized information. This facilitates precise decision-making, increased efficiency and rampant business growth.
Position Overview:
As a Data Engineer, you will be tasked with crafting, constructing and sustaining the framework necessary for seamless data collection, storage, analysis and the construction of predictive models. Your responsibilities encompass the creation and oversight of databases, the development of efficient data pipelines, and the assurance of the overall reliability and effectiveness of data systems. Essentially, your role involves establishing the foundation that enables organizations to extract valuable insights and make well-informed decisions grounded in data.
Responsibilities:
Design, implement, and optimize scalable data pipelines using Scala and Spark, ensuring efficient big data processing and management.
Utilize Hive for creating and maintaining data warehouses, facilitating seamless access to structured and semi-structured data.
Leverage one year of ML model building experience to integrate machine learning solutions into data processing workflows, enhancing data-driven decision-making capabilities.
Collaborate with cross-functional teams to understand business requirements and translate them into effective data engineering solutions.
Ensure the reliability, performance, and security of data infrastructure, troubleshooting and resolving issues to maintain a robust data ecosystem.
Requirements:
Proficient in Java, or Scala for scalable data processing.
Proven 2+ years of Related Field.
Extensive experience with big data tech (e.g., Apache Spark) and database design (Hive).
Minimum one year ML model building experience.
Cloud platform expertise (AWS, Azure, GCP) for deploying data solutions.
Collaborative mindset to work with cross-functional teams.
Strong problem-solving skills and proactive approach to data issues.
Excellent communication skills.
Bachelor's degree in relevant field.
Technical Skills:
Programming skills with experience in Java/ Scala (Must).
Big Data (Spark) is mandatory
Strong Experience with Query Language like SQL
Hand-on experience with Machine Learning which includes Supervised Learning: regression, Binary Classification Models (Logistic Regression, Random Forest, XGBoost, SVM, LightGBM etc) and Unsupervised learning: Segmentation (Cluster analysis, Recommender systems etc.)
Experience in working with large volumes of data.
Data ecosystems - Hadoop, Hive, Python is a plus
AWS/AZURE
Data modelling and evaluation
Benefits:
Medical insurance
Join our team and contribute to the development of innovative solutions that make a difference. We offer competitive compensation, a collaborative work environment, and opportunities for professional growth. Kindly share your CV at Priyanka.singh@bdiplus.com
Kindly fill this form its Mandatory: https://forms.office.com/Pages/ResponsePage.aspx?id=p2Sznb86AUWp9dWYX5lFz4alBrukXiRFlL85GBWLzOdURExMVlhRSkcyQThJQk9DM0s0WlJLQVJFVS4u
Job Types: Full-time, Permanent
Pay: ₹550,171.72 - ₹1,500,000.00 per year
Benefits:
Health insurance
Paid sick time
Paid time off
Provident Fund
Schedule:
Day shift
Monday to Friday
Supplemental pay types:
Yearly bonus
Experience:
total work: 2 years (Preferred)
Ability to Commute:
Bangalore, Karnataka (Required)
Ability to Relocate:
Bangalore, Karnataka: Relocate before starting work (Required)
Work Location: In person
Speak with the employer
+91 9643459417",Bengaluru,"₹10,25,086",/yr (est.),Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.0,3.8,3.5
UBS,Reporting & Metrics Data Analyst,3.9,"India
Business management, administration and support
Group Functions
Job Reference #
286972BR
City
Pune
Job Type
Full Time
Your role
Do you want to drive the excellence of UBS products in alignment with our Data Management strategy? Are you an ambassador of the new ways of working and culture? Do you enjoy creating an environment where crews and pods dare to and feel encouraged to take responsibility for their own mission?

At UBS, we re-imagine the way we work, the way we connect with each other – our colleagues, clients and partners – and the way we deliver value. Being agile will make us more responsive, more adaptable, and ultimately more innovative.

We’re looking for an experienced data analyst to:
Design, develop and maintain a firm-wide metadata management metrics suite to provide a comprehensive view of the integrity of metadata to the top management and stakeholders
maintain strong relationships with our technology and service providers ensuring our metadata management requirements are met or exceeded
proactively seek ways for continuous innovation of the methods for governing and managing our metadata
lead by example in effective change management processes and documentation within the team
provide constructive challenge and impact assessments on process and tooling developments
face off to data management specialists within the Group Data Management Office and the Data Management teams in the bank’s business divisions and functions
deliver targeted technical and data management training to the metadata management teams where required
Your team
The Standards and Risk team is part of the Metadata Management stream within the Data Management Office (DMO). The team comprises of subject matter experts who drive best practice across areas of data standards, risks and metrics both within the Data Management Office and across business divisions and corporate functions. The team agenda is focused on subjects related to Data Lineage, Data Metrics, Data Dictionaries, Data Quality and Data Controls.
The DMO is responsible for embedding a data management culture into the organization by advocating for our strategy and proactively challenging the way the firm works with data. The DMO is made up of approximately 100 people, comprising UBS permanent staff and contractors. In our agile operating model, Streams are aligned to larger products and services fulfilling client needs and encompass multiple Crews with autonomous Pods. Your DMO colleagues are based in multiple locations, including UK, Switzerland, USA and India.
Your expertise
at least 4 years of experience, preferably within a data management / governance function
strong technical expertise in Collibra metamodel and reporting tools namely, PowerBI and Alteryx is essential
demonstrable experience of implementing reporting and metric dashboards, preferably to support identification and remediation of Data Quality and Integrity breaks.
proven experience of business analysis working with both business and technical teams in order to gather business requirements and translate to functional and technical requirements
excellent team player and individual contributor with emphasis on timely delivery, risk management and stakeholder management
excellent problem-solving ability, with a ""can do"" attitude
methodical, concise and accurate, with strong attention to detail
ability to drive change across the organization through focus on process excellence
collaborative mind-set, with ability to listen to different views and make decisions in a proactive manner
experienced in working with teams located in multiple locations using appropriate communication and planning skills
Use of data governance frameworks and regulatory alignment experience of the Financial Services sector (or equivalent) preferred

#LI-SS1
About us
UBS is the world’s largest and only truly global wealth manager. We operate through four business divisions: Global Wealth Management, Personal & Corporate Banking, Asset Management and the Investment Bank. Our global reach and the breadth of our expertise set us apart from our competitors.

With more than 70,000 employees, we have a presence in all major financial centers in more than 50 countries. Do you want to be one of us?
How we hire
This role requires an assessment on application. Learn more about how we hire: www.ubs.com/global/en/careers/experienced-professionals.html
Join us
At UBS, we embrace flexible ways of working when the role permits. We offer different working arrangements like part-time, job-sharing and hybrid (office and home) working. Our purpose-led culture and global infrastructure help us connect, collaborate, and work together in agile ways to meet all our business needs.

From gaining new experiences in different roles to acquiring fresh knowledge and skills, we know that great work is never done alone. We know that it's our people, with their unique backgrounds, skills, experience levels and interests, who drive our ongoing success. Together we’re more than ourselves. Ready to be part of #teamUBS and make an impact?
Disclaimer / Policy Statements
UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.",Pune,"₹8,06,241",/yr (est.),10000+ Employees,1862,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),3.6,3.5,3.9,3.5,3.8
Magna International Inc.,Data Scientist,3.8,"Group Description
At Magna, we create technology that disrupts the industry and solves big problems for consumers, our customers, and the world around us. We’re the only mobility technology company and supplier with complete expertise across the entire vehicle.
We are committed to quality and continuous improvement because our products impact millions of people every day. But we’re more than what we make. We are a group of entrepreneurial-minded people whose collective expertise gives us a competitive advantage. World Class Manufacturing is a journey and it’s our talented people who lead us on this journey.

Role Summary
We are looking for a Data Analyst / Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends, close the data loop and and make better decisions.
Key Responsibilities
Lead the data projects, apply, and inspire the adoption of advanced data science and analytics across the team and projects.
Develop strategy and applications of statistical analysis, Machine Learning, Compute vision, and AI tools to improve product development, manufacturing, predictive maintenance, and business processes.
Identify valuable data sources and automate collection processes.
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns.
Build predictive models and machine-learning algorithms.
Present information using data visualization techniques.
Propose solutions and strategies to business challenges.
Collaborate with engineering and product development teams Perform additional duties as assigned.
Leverage internal and external expertise as required.
Act with honesty and integrity and make ethical business choices in accordance with Magna’s Compliance Policies and Procedures.
Key Qualifications/Requirements
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred.
Minimum six plus (6+) years of related experience required.
Proven experience in ETL concepts.
Experience in data mining.
Understanding of machine-learning and operations research.
Knowledge of R, node.js, SQL and Python; familiarity with other programing languages is an asset, DevOps – GIT, Docker, CI/CD.
Deep Learning frameworks and tools such as TensorFlow.
Experience using business intelligence tools (e.g. MS Power BI, Grafana, etc) and cloud data frameworks.
Familiar with pipeline creation, e.g. with DataBricks and Jupyter notebooks.
Analytical mind and business acumen.
Good math skills (e.g. statistics, algebra).
Problem-solving attitude.
Excellent English communication skills (verbal and written) and profound presentation skills.
Knowledge of different project management methodologies such as Waterfall and Agile.
Ability to learn, be self-motivated and driven to identify high value opportunities, gain information, develop understanding, and engage in implementation.
Additional Information
Regular travel less than 5% of the time.

For dedicated and motivated employees, we offer an interesting and diversified job within a dynamic global team together with the individual and functional development in a professional environment of a global acting business. Fair treatment and a sense of responsibility towards employees are the principle of the Magna culture. We strive to offer an inspiring and motivating work environment.

We offer attractive benefits (e.g. discretionary performance bonus) and a salary which is in line with market conditions depending on your skills and experience.
Awareness. Unity. Empowerment.
At Magna, we believe that a diverse workforce is critical to our success. That’s why we are proud to be an equal opportunity employer. We hire on the basis of experience and qualifications, and in consideration of job requirements, regardless of, in particular, color, ancestry, religion, gender, origin, sexual orientation, age, citizenship, marital status, disability or gender identity. Magna takes the privacy of your personal information seriously. We discourage you from sending applications via email to comply with GDPR requirements and your local Data Privacy Law.",Bengaluru,"₹8,10,555",/yr (est.),10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.7,3.5,3.3,3.2
News Corp,Data Analyst,3.6,"Job Description :
Job Title: Analytics Engineer
Job Location: Bengaluru, Karnataka
Work Arrangement: Hybrid (3 days per week in office)
Key Responsibilities:
Collaborate with cross-functional teams to understand data requirements and objectives.
Extract, transform, and load (ETL) data from various sources into the Google Cloud Platform environment.
Develop and optimize SQL queries for data retrieval and analysis.
Create and maintain dashboards using Looker Studio / Data Studio for reporting and visualization of key metrics.
Perform exploratory data analysis to identify trends, patterns, and anomalies.
Assist in the development of data-driven solutions and recommendations for business improvements.
Conduct data quality checks and ensure data integrity throughout the entire data lifecycle.
Implement workflow orchestration (preferably Airflow) to automate data pipelines and enhance operational efficiency.
Support the integration and transformation of data from various sources into a centralized data warehouse.
Qualifications:
2+ years of experience in SQL for data manipulation and analysis.
Familiarity with operating in the Google Cloud Platform environment.
Proficient in creating and maintaining reports and dashboards using Looker Studio / Data Studio.
Strong analytical and problem-solving skills.
Excellent communication and teamwork abilities.
Detail-oriented with a focus on data accuracy and quality.
Preferred Qualifications:
Familiarity with other data visualization tools (e.g., Tableau, Power BI).
Basic programming skills (e.g., Python) for data preprocessing and automation.
Knowledge of statistical analysis and modeling techniques.
This job is posted with NTS Technology Services Pvt. Ltd.
Job Category:
News Corp is a global, diversified media and information services company focused on creating and distributing authoritative and engaging content to consumers throughout the world. The company comprises businesses across a range of media, including: news and information services, book publishing, digital real estate services, cable network programming in Australia, and pay-tv distribution in Australia.
Headquartered in New York, the activities of News Corp are conducted primarily in the United States, Australia, and the United Kingdom.",Bengaluru,"₹5,22,206",/yr (est.),10000+ Employees,2013,Company - Public,Publishing,Media & Communication,$5 to $10 billion (USD),3.5,3.4,3.3,3.2,3.5
Haleon,Data Engineer,3.8,"Hello. We’re Haleon. A new world-leading consumer health company. Shaped by all who join us. Together, we’re improving everyday health for billions of people. By growing and innovating our global portfolio of category-leading brands – including Sensodyne, Panadol, Advil, Voltaren, Theraflu, Otrivin, and Centrum – through a unique combination of deep human understanding and trusted science. What’s more, we’re achieving it in a company that we’re in control of. In an environment that we’re co-creating. And a culture that’s uniquely ours. Care to join us. It isn’t a question.
With category leading brands such as Sensodyne, Voltaren and Centrum, built on trusted science and human understanding, and combined with our passion, knowledge and expertise, we’re uniquely placed to do this and to grow a strong, successful business.
This is an exciting time to join us and help shape the future. It’s an opportunity to be part of something special.
About the role
You will be working on the latest data platform technologies, and a part of a high-performing team fully committed to employee growth and development. If you’re a skilled engineer who wants to build using the latest technology and acquire new skills in data and analytics, then come join our team.
You will be integrating components, designing frameworks, and building reusable data solutions for Haleon’s Enterprise Data & Analytics Platform. You will enable faster acquisition, ingestion, and curation of analytical-ready datasets.
This is very hands-on development role which includes developing & delivering code through from origin to production, plus working in partnership with 3rd party development service providers to help ensure that code comes in on time, to quality and in line with the overall ecosystem being established.
The Data Engineer will directly contribute to the extensive and varied build and deployment activities involved in establishing the new platform then continue to work on the already significant and growing pipeline of future buildouts of platform services on the Enterprise Data & Analytics Platform.
Key responsibilities
Development
Hands on, sleeves up development and delivery expected as a matter of course.
Delivery
Ensure project goals are achieved on time in alignment with the stakeholders’ expectation.
Ability to work on complex projects and in a distributed environment.
Escalate when necessary and in a timely manner.
Work in close collaboration with other team members in the Enterprise Data & Analytics Platform team, to ensure Development/Delivery aspects are well represented in the project’s requirements and deliverables.
Methodology
Incorporate agile ways of working into the delivery process utilising DABL (Discovery, Alpha, Beta, Launch)
Individuals will work as part of product-centric delivery team(s) that will focus on delivering value independently while fully embracing integrated DevOps approaches.
Ownership
Take ownership for the delivery/development projects and help steer until completion
Governance
Maintain governance that allows projects and stakeholders to manage overall project performance and manage programme risks within the global nature of some of the programmes.
Forward looking:
Remain flexible towards technology approaches to ensure we are taking advantage of new technologies.
Keep abreast of industry developments in analytics and be able to interpret how these would impact services and present new opportunities.
Quality, Risk & Compliance:
Ensure all risk and issues associated with owned projects are recorded and managed in the appropriate Risk & Issue logs in a timely manner.
Ensure all Risks and Issues have clear action/mitigation/contingency plans defined, with named action owners and timelines for completion.
Technical Architecture
Be conversant with technical architecture to contribute to design discussions in partnership with the Delivery/Development Lead and dedicated Analytics & Data Architect.
Qualifications and skills
Essential
MS/BS degree in Computer Science, Engineering, Data Science or equivalent experience, with preference on experience and proven track record. Ideal candidate would have an impressive hands-on work history in an advanced, recognized, and innovative environment.
Data engineering experience and seasoned coder in the relevant languages: Python, SQL, Scala, etc.
Experience with the Azure data and analytics stack: Databricks, Data Factory, SQL DW, Cosmos DB, Power BI, Power Apps, etc.
Experience integrating and supporting a variety of enterprise data tools: Ataccama, Talend, Collibra, Snowflake, StreamSets, etc.
Fully conversant with big-data processing approaches and “schema-on-read” methodologies. Preference for deep understanding of Spark, Databricks and Delta Lake, and applying them to solve data science and machine learning business problems.
Experience with Agile delivery frameworks and tools: SAFe, Jira, Confluence, Azure DevOps, etc.
Experience with visualization tools and their application: developing reports, dashboards and KPI scorecards.
Familiar deploying enterprise analytics solutions at scale with applicable services: administration, qualification, and user access provisioning.
Experience articulating business value of analytics projects and progressing solutions from MVP to scaled-up production solutions.
Ability to work in close partnership with groups across the IT organization (security, compliance, infrastructure, etc.) and business stakeholders in the commercial organizations.
Ability to develop and maintain productive working relationships with suppliers and specialist technology providers to assemble and maintain a distinctive and flexible mix of capabilities against future requirements.
Ideal candidate possesses great communication skills and the ability to communicate inherently complicated technical concepts to non-technical stakeholders of all levels.
Care to join us. Find out what life at Haleon is really like www.haleon.com/careers/

At Haleon we embrace our diverse workforce by creating an inclusive environment that celebrates our unique perspectives, generates curiosity to create unmatched understanding of each other, and promotes fair and equitable outcomes for everyone. We're striving to create a climate where we celebrate our diversity in all forms by treating each other with respect, listening to different viewpoints, supporting our communities, and creating a workplace where your authentic self belongs and thrives. We believe in an agile working culture for all our roles. If flexibility is important to you, we encourage you to explore with our hiring team what the opportunities are.

As you apply, we will ask you to share some personal information, which is entirely voluntary. We want to have an opportunity to consider a diverse pool of qualified candidates and this information will assist us in meeting that objective and in understanding how well we are doing against our inclusion and diversity ambitions. We would really appreciate it if you could take a few moments to complete it. Rest assured, Hiring Managers do not have access to this information and we will treat your information confidentially.

Haleon is an Equal Opportunity Employer. All qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class.

Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, Haleon may be required to capture and report expenses Haleon incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure Haleon’s compliance to all federal and state US Transparency requirements.",Bengaluru,"₹6,45,174",/yr (est.),10000+ Employees,2022,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),3.3,3.9,3.7,3.3,3.7
