company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
Tata consulting engineers,Data Entry Cum Office Assistant,3.8,"Location :
Bangalore
Age :
20 - 45 Years
Qualification :
Diploma (Diploma / Bachelor’s degree in any discipline)
Experience :
2.00 Years
Key Responsibilities and Skills:
Job
Location: Bangalore, Mysuru, Belagavi, Kalaburagi
Contractual Position - 34 Months
Minimum 2 years
of relevant experience (Similar Experience= Data entry, Office assistance
experience).
Certification Course covering basic computer operations, MS Office /
Tally is compulsory. (Certificate Mandatory).
Reading &
writing knowledge of Kannada language is compulsory.",Bengaluru,346627.0,/yr (est.),1001 to 5000 Employees,1962,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$25 to $50 million (USD),3.7,3.3,3.9,3.4,3.6
Google,"Product Data Scientist, Pixel",4.4,"Minimum qualifications:
Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, a related quantitative field, or equivalent practical experience.
5 years of experience with analysis applications (e.g., extracting insights, performing statistical analysis, or solving business problems), and coding (e.g., Python, R, SQL).

Preferred qualifications:
Advanced degree in quantitative discipline.
Experience performing data engineering and programming in Python.
Experience with experiment design and measurement.
Understanding of decision science, with the ability to drive optimal choices based on available information while eliminating bias.
Excellent SQL, data analysis, and problem-solving skills, with the ability to understand statistical modeling techniques as well as machine learning.
Excellent communication and stakeholder management skills, with the ability to interact with other teams and Google’s leadership.
About the job
Google Pixel phones showcase the Google experiences in a smartphone. We develop new technologies and hardware to make user experiences faster, powerful, and seamless, including our camera experiences powered by Google smarts, including artificial intelligence and machine learning.

In this role, you will be a part of building Google’s Pixel phone business to bring the best of Google to the smartphone experience. You will be responsible for the Pixel product and business strategy, market and engaged analyses, and any analytics driving profit and loss decisions. You will provide business/product critical insights using analytics and data driven insights. You will work closely with executive leaders, Product Manager, Marketing, and all other teams.
Responsibilities
Own and execute the workstream of Pixel dashboards, data engineering, dashboard design, metrics definitions, and insights sharing.
Perform analysis on key Pixel metrics to identify opportunities for strategy improvement.
Liaise and align cross-functionally with Product Management, Marketing, Sales, and Executive Team to understand key business/product problems, leverage analytics to find solutions, and impact decisions by sharing findings.
Build predictive and causal models to understand user behaviors such as churn, loyalty, and engagement.
Perform regular data engineering to generate datasets that support above efforts. Identify KPIs and perform analysis and experiments to properly evaluate success of Pixel programs/products.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",Bengaluru,539530.5,/yr (est.),10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.2,4.5,4.3,3.9,4.2
Kovai.co,Data Analyst,4.5,"Kovai.co, the fastest growing SaaS organization is a premier enterprise software company offering multiple products at scale both in the enterprise arena and in the B2B SaaS space.
We are a technology partner of choice for many of the world’s leading enterprises to manage and monitor their Microsoft BizTalk and Azure Serverless environments.

We always stand out from the crowd with our product team consisting of thinkers and innovators who are redefining the way robust Enterprise Software and SaaS products are built. Headquartered in London, U.K and with a development center in Coimbatore, India, our engineers have niche skills and in-depth domain knowledge.

Trusted by over 1,000+ businesses around the world.

Key Products:

BizTalk360
Serverless360
Document360
Churn360
Kovai.co Awards & Recognitions:

Kovai.co wins the title “Bootstrap Champ” at The Economic Times Startup Awards 2021.
Winner of Bootstrapped SaaS start-up of the year by SaaS BOOMi.
NASSCOM Recognizes Document360 at Emerge 50 Awards 2021.

We wish to be known for our values of integrity, teamwork and excellence. As we grow, we ensure that our culture remains at the heart of Kovai.co.
We are constantly on the lookout for smart people who are passionate about building great products, designing great experiences, building scalable platforms, and making customers happy. If you’re looking to make an impact, Kovai.co is the place for you. If this describes you, feel free to have a look at our openings in our career page and apply to be a part of the $30 million journey!

Opportunity: Data Analyst

What you’ll do on the job:

Collecting and interpreting data, analysing results, identifying patterns and trends in data sets.
Segregation, classification, and analysis of data.
Writing reports based on insights gained from data analysis
Writing Python code for achieving the business outcomes
Building visualisations and metrics for showcasing business metrics
Performing data quality checks for quality assurance
Documenting data analysis, business logics and metrics methodology
Supports innovative analytical thinking & solutions that results into improved business performance.

Who’ll be a good fit:

Proven work experience of 1-2 years as a Data Analyst.
Strong in mathematics - statistics, probability, algebra, set theory, time series, calculus, graph theory, etc.
Experience with data wrangling, web scraping, data schema preparation
Data extraction, Data cleaning, Data cleansing, Data transformation, Report building and automation.
Proficient in SQL, Python coding & BI Tool such as Tableau ,PowerBI
Write scalable scripts to fetch or modify data from API endpoints.
Excellent critical thinking, verbal, and written communication skills.
Data science background is an advantage, Exposure to cloud technology is preferred

Perks:

Collaborative and fun team.
Flat organizational structure.
Rewards and recognition.
Health care benefits.
Upskill allowance.
Located at the heart of the city with world class infrastructure

If this excites you, apply for this opportunity, and the team would love to get on a call with you to discuss further.",Coimbatore,438621.0,/yr (est.),51 to 200 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.6,4.1,4.3,4.5,4.5
JPMorgan Chase & Co,"Environmental, nature Data Modeller",4.0,"JOB DESCRIPTION

As part of the firm’s Risk Management and Compliance function you are at the centre of keeping JPMorgan Chase strong and resilient. Environmental and Social (E&S) Risk is responsible for developing and implementing the firm’s approach to E&S risk matters. E&S Risk provide oversight of the firm’s lines of business, including the processes that support consistent identification, escalation, management and monitoring of E&S risk issues, and provide effective challenge on E&S matters. In addition, this role will require extensive collaboration with the firm’s Climate Risk team.
Job Responsibilities
Support development of an in-house analytical and model-driven approach for the appropriate environmental risks for the firm to consider, covering varying environmental / nature-related topics and the potential transmission channels to the financial sector.
Determine appropriate metrics for assessing environmental risk at the portfolio, client and asset level – both direct and indirect through operations and supply chain impacts, for example, qualitative heat maps or risk scores.
Establish requirements and drive firmwide / legal entity needs for collecting data on environmental risks and potential risk-related scenario analysis. Specifically identify, assess and select relevant data vendors both open source or third-party.
Engage and coordinate with other functions across the firm on environmental risk matters e.g. Corporate Responsibility, Compliance, Controls, Chief Data Office, other risk functions including model risk etc
Participation in responding to global E&S related regulations (existing and evolving) including where necessary participation in preparation of external E&S risk related disclosures
Input into research on a range of E&S issues and thematic topics that affects the firm and its clients e.g. biodiversity, supply chain issues etc
Financial institution or banking experience not necessarily required
Required qualifications, capabilities and skills
Experience in environmental and / or climate modelling including in model evaluation and development, ideally applied to business cases
Excellent analytical skills and comfort working with large datasets
Proficient with coding (Python) and geospatial analysis
Strong academic background in a highly quantitative discipline, including engineering, physics, geography or maths
Understanding of the current voluntary and regulatory landscape for environmental topics, including nature, as it relates to the financial sector
Knowledge of environmental risks and the transmission channels through which these can manifest for financial institutions
Highly effective in narrating analytical output to stakeholders, with an ability to convey information clearly, accurately and succinctly (both written and verbally) with strong interpersonal and presentation skills
ABOUT US

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.



ABOUT THE TEAM
Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we’re setting our businesses, clients, customers and employees up for success.


Risk Management helps the firm understand, manage and anticipate risks in a constantly changing environment. The work covers areas such as evaluating country-specific risk, understanding regulatory changes and determining credit worthiness. Risk Management provides independent oversight and maintains an effective control environment.",India,539530.5,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0,3.9,3.9,3.6,3.7
Vernacular.ai,Data Annotator,3.8,"Company Description

Vernacular.ai is a Series A funded startup, we are an AI-First SaaS business that is driven with a mission to become the leading voice automation/AI platform in the world. Our team has extensive experience in the AI/automation space and through constant reiteration and hard work, we have successfully built our state of the art AI-based voice automation platform - VIVA. Currently, we have deployed our product in enterprise contact centers and are keen to deliver high value. We are a young, entrepreneurial, energetic team that's looking to disrupt the voice domain.

Job Description

Role description
As data associate, you will work closely with the product and machine learning team. Your role would involve taking ownership of transcribing, tagging and annotating data for training AI model.
The role would also involve monitoring and analyzing conversational bots to come up with useful insights.
Responsibilities
Tagging and annotating conversation data to provide useful information for the machine learning team using internal tools.
Provide feedback for improvements to existing tooling that can increase tagging throughput and quality.
Monitoring and analysing the performance of the conversational bots and providing actionable insights.
Requirements & Qualifications
Bachelors’s degree in any field.
Fluency in English and Hindi. Being proficient in multiple languages is a plus.
Excellent communication, strong organizational and analytical skills with an eye for details.
Inquisitive nature to know more about Natural Language Processing and conversational artificial intelligence would be encouraged.

Qualifications

Bachelors’s degree in any field",Bengaluru,219333.0,/yr (est.),51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),3.5,3.8,3.7,3.4,3.8
Trelleborg Sealing Solutions (TSS),DATA ANALYST,3.7,"Trelleborg is a world leader in engineered polymer solutions for almost every industry on the planet. And we are where we are because our talents brought us here. By specializing in the polymer engineering that makes innovation and application possible, Trelleborg works closely with leading industry brands to accelerate their performance, drive their business forward—and along the way, shape the industry and progress that will benefit humankind in the exciting years ahead. Our people are Shaping Industry from the Inside. Why don´t you join us?
Do you approach new challenges with passion and take responsibility for your actions? Be the change you want to see and start shaping industry from the inside.
As an Data Analyst, you will be responsible for reporting and analytics which provide fast and accurate data insight enabling operational and strategic business decisions. Interfacing with other areas of TSS as needed (sales, manufacturing, IT etc).
Scope of your Role: Responsible,
Responsible for Operational business management KPIs.
Responsible for Regular / recurring / scheduled analysis reports
Responsible for Analysis dashboards
Responsible for Ad hoc analysis requirements and tasks
Responsible for converting the written requirements into a finalized specification document and resulting delivered product (reports, KPIs, dashboards)
Qualification and Experience:
Associates degree required; Bachelor’s degree preferred
Minimum 3 years’ experience in Data Analyst.
Strong verbal and written communication skills .
Software knowledge: BI Cognos analytics for reports and dashboards, SAP S4/Hana Fiori, Excel (advanced).
Experience in other analytics, SQL/scripting and dashboard software tools.
Experience working across different countries / cultures.
Our benefits for you
Work in multicultural environments
Family friendly and life-phase oriented company culture
Flexible work hours with mobile work quantum
Start shaping industry from the inside!
Trelleborg is an Equal Opportunity Employer, and we take pride in the diversity of our employees, valuing the special experience and expertise that people from different backgrounds bring to our business. The ability to develop ground-breaking technologies is one of our key assets and our people make it happen.
Feel free to contact our HR Team for any questions:
ashwini.venkatesh@trelleborg.com",Bengaluru,387298.0,/yr (est.),10000+ Employees,1905,Company - Public,Machinery Manufacturing,Manufacturing,$2 to $5 billion (USD),3.3,3.5,3.3,3.2,3.3
Volvo Group,Experienced Data Scientist,4.1,"Experienced Data Scientist
Location: Bangalore, IN, 562122
Position Type: Professional
Transport is at the core of modern society. Imagine using your expertise to shape sustainable transport solutions for the future? If you seek to make a difference on a global scale, working with next-gen technologies and the sharpest collaborative teams, then we could be a perfect match.
Transform Data into Useful Knowledge and Wisdom!!!
At Volvo Group Trucks Technology Powertrain Engineering, we have started to lay a big emphasis on how Data should Drive our Future Development. We are currently looking for a Data Scientist who can helps us to accelerate in our Journey.
Do you want to be part of a team where you get the chance to contribute to a better environment and sustainable future? Good, we are ready for you!
What do we do?
We are the Simulation and Analytics Team in Powertrain Engineering within Volvo Group Trucks Technology, a dynamic team working towards enabling the Technology organization in evaluating futuristic products and services for Volvo business units such as trucks, buses, construction equipment and Marine
The main tasks in our team are to meet our customer’s expectation on quality, fuel consumption and to comply with emission legislation. This is done by selecting Engine HW-components and calibrate engine related functions. Upcoming emission legislation requires development of advanced control strategies together with an optimized hardware and software. You will be an important contributor in this development.
Powertrain is the heart of the Truck and is one of the focus areas within Volvo Group, which is at the forefront of sustainable transport solutions for tomorrow.

We are on a mission to unleash the unimaginable power of Data…
Sound interesting? We want you to join us!
What will you do?
You will work in agile teams through good collaboration with our colleagues in software development and design teams all around the world.
You along with the team will be responsible for understanding customer usage and performance of our products and for providing our solutions throughout entire product life cycle, from idea investigation and concept evaluation to industrialization and to aftermarket and maintenance. You will make meaningful interpretations, recommendations and eventually predictions from the Data available from various sources to support our endeavor in moving towards Data Driven Powertrain Development
You get the opportunity to follow your Data Driven Models from script to test cell to verification in a truck and eventually to being used by our end customers.

We have an agile way of working, where each team plan their activities in sprints and deliver solutions together as a team. We strive to have an open and honest environment within the teams, where it is easy to ask each other for support when needed. The tasks can be either part of a larger project or short tasks to improve products currently in production.
You will get the opportunity to interact with highly committed colleagues from different cultures. We hope you will learn as much from us as we will from you
Who are you?
We believe that to be successful in this position, you are a team player, have strong experience in data engineering and analysis area, and a will to deliver. You have a knowledge of control systems and feedback systems (closed loop) in general with an exposure to numerical and data driven simulation of a system. You must have a proven experience in Data modelling – Regression, Clustering, Neural Networks, Time series etc. and should have used them in solving real-life challenges (prediction, automation, real time optimization etc).
You have a willingness to learn and take more responsibility with can-do attitude.
You will be greatly appreciated in this role if you have demonstrated Predictive analysis and decision-making using Data.

If you are a Master’s Degree holder in Mechanical/Automobile/Electronics/Mechatronics Engineering with fantastic analytical skills, have gained a strong domain understanding in Powertrain Engineering with proven skills in handling and analysing large set of data to make meaningful interpretations and if you believe that you can work smoothly with tools like Python (including libraries like Numpy, SciPy, Pandas, Tensorflow), R, SQL, Git, Azure, Hadoop and Matlab/Simulink, pySpark, C/C++/ Scala then you can be a good fit into this role.
Experience of working with relational databases, data privacy and understanding of IOT based instrumentation design with additional data logging to build or validate models is a big plus.

A passion for turning data into knowledge with great visualizations using Power BI, QlikView, Tableau and an experience of working with plant/ component models, and integration of these models into SIL/MIL/HIL evaluations would be an icing on the cake.

We value your data privacy and therefore do not accept applications via mail.

Who we are and what we believe in
Our focus on Inclusion, Diversity, and Equity allows each of us the opportunity to bring our full authentic self to work and thrive by providing a safe and supportive environment, free of harassment and discrimination. We are committed to removing the barriers to entry, which is why we ask that even if you feel you may not meet every qualification on the job description, please apply and let us decide.

Applying to this job offers you the opportunity to join Volvo Group. Every day, across the globe, our trucks, buses, engines, construction equipment, financial services, and solutions make modern life possible. We are almost 100,000 people empowered to shape the future landscape of efficient, safe and sustainable transport solutions. Fulfilling our mission creates countless career opportunities for talents with sharp minds and passion across the group’s leading brands and entities.

Group Trucks Technology are seeking talents to help design sustainable transportation solutions for the future. As part of our team, you’ll help us by engineering exciting next-gen technologies and contribute to projects that determine new, sustainable solutions. Bring your love of developing systems, working collaboratively, and your advanced skills to a place where you can make an impact. Join our design shift that leaves society in good shape for the next generation.
Job Category: Advanced Analytics
Organization: Group Trucks Technology
Travel Required: Occasional Travel
Requisition ID: 3363
View All Jobs
Do we share the same aspirations?
Every day, Volvo Group products and services ensure that people have food on the table, children arrive safely at school and roads and buildings can be constructed. Looking ahead, we are committed to driving the transition to sustainable and safe transport, mobility and infrastructure solutions toward a net-zero society.
Joining Volvo Group, you will work with some of the world’s most iconic brands and be part of a global and leading industrial company that is harnessing automated driving, electromobility and connectivity.
Our people are passionate about what they do, they aim for high performance and thrive on teamwork and learning. Everyday life at Volvo is defined by a climate of support, care and mutual respect.
If you aspire to grow and make an impact, join us on our journey to create a better and more resilient society for the coming generations.",Bengaluru,783182.0,/yr (est.),10000+ Employees,1927,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.8,4.1,3.7,4.1
JPMorgan Chase & Co,Data Analytics Digital-Associate,4.0,"JOB DESCRIPTION

The Digital Analytics Team is part of the Data and Analytics Organization. The Digital Analytics is responsible for delivering customer insights to digital product teams so they make data-delivered results throughout the digital product develop lifecycle. You will implement Adobe Analytics/Tableau dashboards, advanced custom solutions, A/B testing to improve the customer experience and deliver business impact. You will work collaboratively with stakeholders across functions and groups
This role represents a core analytics responsibility and offers opportunities to contribute thought-leadership, with exposure to senior leadership. You will require technical skills, attention to detail and strong project management skills. This role requires expertise in SQL, Analytical tools (or Python) and managing multiple projects, providing insights/reporting for exciting digital features
You will be an enthusiastic, self-motivated leader with strong execution skills and demonstrated experience in managing a diverse, complex suite of senior stakeholders through sound influencing, negotiation and conflict management skills. You require superior critical thinking, analytical skills, presentation skills, technical abilities, and flexibility/ adaptability to change.
Job responsibilities
Lead analytics for a product area, supporting multiple digital product stakeholders hungry for analytics and insights
Create OKRs, monitor performance of digital mobile/web features, build hypothesis, conduct A/B testing, and identify opportunities for new features
Get involved and deliver projects ranging from simple trend analysis to cross-channel journey analysis to prescriptive analytics which includes data mining, business judgment and collaboration to improve the customer experience
Manage and work on all phases of the analytics lifecycle, including documenting data lineage, analysis scoping, data development, hypothesis development, data analysis, generating insights, developing, and delivering presentations of findings
Look at customer interactions and events across a variety of channels to better understand customer journeys and friction points
Partner closely and collaborate with data management teams, strategy teams, and other analytics resources across multiple functional teams
Required qualifications, capabilities, and skills
4+ years of industry experience in a data product / analytics field with Bachelor’s degree required.
Strategic thinker with the ability to focus on business goals and quickly define and deconstruct problems leveraging strong analytical and end-to-end problem-solving skills.
Operational business knowledge of processes, data, controls, and technology platforms
Strong SQL skills with ability to pull data using multiple joins, sub-queries and advanced functions in an enterprise scale database environment and/or Hadoop environment
Foundational to advanced skills in tools such as Adobe Analytics, Tableau, SQL workbench
Expertise with business intelligence, data visualization and presentation, and data wrangling tools such as Alteryx, SAS, or Python
Basic skills with JIRA, Confluence, Microsoft Word, Excel, PowerPoint
ABOUT US

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.



ABOUT THE TEAM
Our Consumer & Community Banking division serves our Chase customers through a range of financial services, including personal banking, credit cards, mortgages, auto financing, investment advice, small business loans and payment processing. We’re proud to lead the U.S. in credit card sales and deposit growth and have the most-used digital solutions – all while ranking first in customer satisfaction.


The CCB Data & Analytics team responsibly leverages data across Chase to build competitive advantages for the businesses while providing value and protection for customers. The team encompasses a variety of disciplines from data governance and strategy to reporting, data science and machine learning. We have a strong partnership with Technology, which provides cutting edge data and analytics infrastructure. The team powers Chase with insights to create the best customer and business outcomes.",India,539530.5,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0,3.9,3.9,3.6,3.7
Rackspace,Support Technician I - Data pipe,3.5,"Job Family Summary
Responsible for delivering a great customer experience. The first point of contact to provide technical and non-technical support to customers over chat, phone and via support tickets. Responsible for responding to the Rackspace global support ticket queues and completing first line resolution. Expected to follow process, display good judgment in decisions, and create and maintain customer loyalty by going above and beyond the customer’s expectation. Responsible for adhering to company security policies and procedures and any other relevant policies and standards as directed.
Career Level Summary
Requires basic skills in an analytical or scientific method or operational process
Leverages clearly defined standard operating procedures and/or scientific methods and adheres to quality guidelines
Works with close supervision
Critical Competencies
Time Management: Demonstrates punctuality and reliability in meeting individual deadlines; completes tasks in a timely manner
Attention to Detail: Learns what is expected regarding accuracy and thoroughness so that sufficiently detailed information is logged correctly
Key Responsibilities
Receive support requests (phone/ticket/chat) according to triage procedures
Troubleshoot client issues via phone, remote tools, and email to understand and resolve service issues
Work on level appropriate tickets (e.g. system resources, MyRack requests) and escalate tickets according to protocol
Perform basic user administration
Respond quickly to customer events and emergencies, which may lead to fluctuations in workflow
Ensure adherence to customer & SLA commitments
Provide Fanatical Experience to customers in all the above
Person Specification
Knowledge
Broad current knowledge of Rackspace, its operations, and service offerings.
Familiarity with ticketing systems
Basic knowledge of Rackspace product portfolio and associated technologies along with a basic understanding of networking, Windows, and Linux systems, IIS, Apache, MYSQL, FTP, SSH, RDP, and PHP as well as an understanding of DNS function
Requires basic technical skills in analytical/scientific methods or operational processes to perform routine and straightforward activities
Understands how the assigned duties relate to others in the team and how the team integrates with others
Skills
Ability to multitask and stay organized
Outgoing personality with a professional appearance and demeanor
Strong customer service and critical thinking skills
Ability to communicate technical information and ideas for others to understand verbally and written
Moderate computer proficiency including MS office suite
Communicates basic technical information with team members

Experience
Required
No related technical experience required
Preferred
1-5 years of customer support experience in an IT or technical environment highly preferred

Physical Demands
General office environment: no special physical demands required
May require long periods sitting and viewing a computer monitor
Schedule flexibility to include working weekends and/or evenings and holidays as required by the business for 24/7 operations
Work aligned to set shift hours, may require non-traditional work shift
Ability to accommodate on-call rotations

About Rackspace Technology
We are the multicloud solutions experts. We combine our expertise with the world’s leading technologies — across applications, data and security — to deliver end-to-end solutions. We have a proven record of advising customers based on their business challenges, designing solutions that scale, building and managing those solutions, and optimizing returns into the future. Named a best place to work, year after year according to Fortune, Forbes and Glassdoor, we attract and develop world-class talent. Join us on our mission to embrace technology, empower customers and deliver the future.

More on Rackspace Technology
Though we’re all different, Rackers thrive through our connection to a central goal: to be a valued member of a winning team on an inspiring mission. We bring our whole selves to work every day. And we embrace the notion that unique perspectives fuel innovation and enable us to best serve our customers and communities around the globe. We welcome you to apply today and want you to know that we are committed to offering equal employment opportunity without regard to age, color, disability, gender reassignment or identity or expression, genetic information, marital or civil partner status, pregnancy or maternity status, military or veteran status, nationality, ethnic or national origin, race, religion or belief, sexual orientation, or any legally protected characteristic. If you have a disability or special need that requires accommodation, please let us know.",Remote,539530.5,/yr (est.),1001 to 5000 Employees,1998,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD),3.4,3.6,3.6,3.1,3.9
Tata Consultancy Services,Data & Analytics Architect,3.8,"Job Description
Job Description
Location: Mumbai, Bangalore, Pune.

Defines the technical IS solution and ensures alignment with other modules and surrounding IS applications through cooperation and collaboration with IS solution architects across IS delivery units.

Engages in requirement analysis to decide which requirements are covered by available, standard functionalities, for which functionality enhancements are needed and for which functionality workarounds are accepted.

Supports validation and prioritization of incoming business demand in collaboration with the relevant IS Service Manager and/or Global IS Domain Architect.

Reviews and signs off on the functional and technical use case specifications.

Collaborates with users in projects and problem management to maintain, develop and deploy the best feasible and most cost efficient IS solutions/services for the business.

Provides support to temporary work teams, guiding and monitoring task completion, sharing expert knowledge and advice with/without carrying line responsibility.

Troubleshoots solution configuration, product and/or performance issues.

Advises project delivery (ABB or 3rd party) on approaches to Business Intelligence service design, build, delivery and tests ensuring adherence to best practices and IS delivery framework. Solution architect with hands on exp. In Data Analytics (Power BI, ETL, Data Lake, Data warehousing, data science)

Desired Candidate Profile
Qualifications :BACHELOR OF ENGINEERING",Mumbai,393199.0,/yr (est.),10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Hudson's Bay Company,Jr. Data Analyst,3.6,"Job Description
Day in the Life:
The Data Analyst will be part of a dynamic team that supports the execution of initiatives in Data Analytics. They work cross functionally with teams to develop and deliver projects that will drive success at The Bay. They will interact with project stakeholders, business leaders and collaborate with a team of data experts to leverage data and perform deep dive analyses and build data/reporting products. They will explore new insights and innovation by leveraging advanced analytics to derive data backed insights. This is the perfect role that provides an opportunity to gain further advanced experience in retail business initiatives and understanding of retail analytics and insights.

What You Will Do:
Assist in defining project scope and objectives and developing plans to monitor and track progress.
Communication of the analysis processes and insights to stakeholders and other analytics teams across the organization.
Partner and align with stakeholders across the banners to brainstorm, test and develop analysis that delivers quick insights to confirm or deny business hypotheses.
Proactively identify analytical opportunities that will lead to improved business results
Actively contribute to enhancing the analytics team’s foundational and scalable processes and best practices for data extraction, manipulation, analysis, provision of insights, and the mechanism to drive actions or decision making
Participate in defining analytic requirements for new projects and contribute to the delivery of new dashboards and reports.
Provide ad-hoc analysis support

What You Will Need:
University degree required, preferred in Statistics, Business Analytics, or related field
Experience in Business Intelligence/Visualization experience
2+ year in SQL and/or Python
Strong data mining and analytical skills and able to translate findings into clear, actionable insights and recommendations
Good communication skills with the ability to explain technical concepts to a diverse audience in business terms.
Ability to “storytell” through analytics and presentation materials
Creative thinker and solutions oriented, committed to driving business improvements
Ability to handle multiple demands and competing priorities.
Proactive approach to problem-solving, working collaboratively, and supporting the team.
Ability to be flexible and adaptable while operating independently and as part of a team.
Job Qualifications
The Fabric of Hudson’s Bay
Hudson's Bay has established a reputation for quality and style through an unrivaled assortment of products and categories including fashion, home, beauty, food concepts, and more. Hudson's Bay operates under the HBC brand portfolio. Founded in 1670, HBC is North America's oldest company. Hudson’s Bay helps Canadians live their best style of life by operating thebay.com featuring Marketplace, one of the largest premium life & style digital platforms in Canada, with a seamless connection to a network of Hudson’s Bay stores from coast to coast.
At Hudson’s Bay, smart, high-performing team members will challenge you to learn and grow every day.
We’d love for you to join us in our mission to help Canadians live their best style of life! Stay connected with us on Instagram, Facebook, Twitter, TikTok, and LinkedIn
Thank you for your interest In Hudson’s Bay. We look forward to reviewing your application.
As an equal opportunity employer, Hudson’s Bay is committed to providing you with a barrier-free, inclusive and accessible workplace to lead a brilliant career.",Bengaluru,539530.5,/yr (est.),10000+ Employees,1670,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),3.2,3.1,3.4,3.1,3.5
